amount,monthlyIncome,companyAgeYears,paymentIncidents,debtRatio,sector,approved,dataset_source
33304.52610611799,8442.0,23.0,0.0,0.05,TECH,1,synthetic
20115.168074205798,15695.0,15.0,3.0,0.45241325452779324,COMMERCE,0,synthetic
31407.6133090948,14225.0,17.0,1.0,0.2523863927449427,INDUSTRIE,1,synthetic
4486.108130724417,4384.0,13.0,5.0,0.08509697402645341,INDUSTRIE,0,synthetic
50054.24707420535,29017.0,7.0,1.0,0.05,COMMERCE,1,synthetic
59612.64339386929,19801.0,13.0,3.0,0.40437024115500886,TECH,0,synthetic
15329.853396145236,13803.0,24.0,1.0,0.3337137329085463,AGRICULTURE,1,synthetic
49989.936706256834,19722.0,0.0,1.0,0.2816028570203577,COMMERCE,0,synthetic
7833.814329952101,4000.0,5.0,1.0,0.3795472001896906,SERVICES,0,synthetic
11940.551401423092,17546.0,12.0,3.0,0.3791347594445067,AGRICULTURE,1,synthetic
75718.2035814248,20107.0,8.0,0.0,0.2791657105080299,TECH,1,synthetic
28300.735310585762,14531.0,15.0,0.0,0.21186786741132746,TECH,1,synthetic
96472.15684921402,29741.0,9.0,3.0,0.18742876020771132,SERVICES,0,synthetic
22984.149640831918,11744.0,16.0,3.0,0.3131413035857799,INDUSTRIE,0,synthetic
31274.45603034897,8272.0,2.0,1.0,0.4595547062319024,TECH,0,synthetic
30868.299508209726,20353.0,8.0,2.0,0.23456452430260438,AGRICULTURE,0,synthetic
61208.143164438115,31505.0,17.0,2.0,0.47147161088750833,COMMERCE,0,synthetic
49338.13633790698,15633.0,11.0,4.0,0.3059728710178618,AGRICULTURE,0,synthetic
9271.93986096493,5445.0,17.0,2.0,0.3071036452774992,AGRICULTURE,0,synthetic
60477.43322211444,34067.0,15.0,5.0,0.6107664200985958,INDUSTRIE,0,synthetic
70769.97291381848,17773.0,8.0,1.0,0.4979017324327648,AGRICULTURE,0,synthetic
22881.93186161593,9360.0,10.0,1.0,0.5017913866582322,INDUSTRIE,0,synthetic
67239.80437382594,23084.0,24.0,2.0,0.13035795124497132,INDUSTRIE,1,synthetic
38279.20675194896,13909.0,24.0,0.0,0.5788273753234436,TECH,1,synthetic
112366.47814715249,33071.0,0.0,4.0,0.23766748088200648,TECH,0,synthetic
46106.877463580466,13112.0,17.0,2.0,0.21587632303697404,SERVICES,0,synthetic
52032.78114560465,21054.0,12.0,2.0,0.05,AGRICULTURE,0,synthetic
31907.982000573935,20842.0,0.0,3.0,0.2989436236830734,SERVICES,0,synthetic
6676.406977890206,11515.0,15.0,0.0,0.08749690628460405,AGRICULTURE,1,synthetic
51622.062423429175,19477.0,0.0,2.0,0.31123807428204864,SERVICES,0,synthetic
25015.249104167382,7381.0,7.0,5.0,0.07576523001434624,TECH,0,synthetic
49751.88364361132,23955.0,17.0,3.0,0.5196549756692206,TECH,0,synthetic
29610.501322687716,27507.0,20.0,3.0,0.3327360944315093,TECH,1,synthetic
50452.20868894016,33450.0,10.0,3.0,0.5919807363624365,TECH,0,synthetic
32215.668710157224,14099.0,20.0,2.0,0.0965463952761231,COMMERCE,1,synthetic
44023.88236512276,12841.0,20.0,5.0,0.48237688670619633,TECH,0,synthetic
23138.171004175027,21013.0,11.0,5.0,0.05,INDUSTRIE,0,synthetic
67318.31329294956,25475.0,4.0,2.0,0.28121132147114414,TECH,0,synthetic
109053.64631411631,34766.0,16.0,5.0,0.15525653200870737,COMMERCE,0,synthetic
18034.970349916905,4776.0,0.0,0.0,0.18280651971244644,COMMERCE,0,synthetic
10344.667280015103,11387.0,22.0,1.0,0.17252553731367565,COMMERCE,1,synthetic
45409.92631133459,12134.0,9.0,1.0,0.11279257219730066,COMMERCE,1,synthetic
31042.805021986842,11916.0,19.0,4.0,0.06104675400239612,SERVICES,0,synthetic
58495.99584173889,18375.0,18.0,3.0,0.18363597896027956,SERVICES,0,synthetic
21375.848677197664,31060.0,11.0,2.0,0.26740425959303066,INDUSTRIE,1,synthetic
11266.731981920731,4960.0,24.0,1.0,0.4245541534939028,SERVICES,0,synthetic
78476.56024225186,29291.0,19.0,3.0,0.2943025594931581,COMMERCE,0,synthetic
36431.49012037821,23147.0,22.0,1.0,0.4249810301941579,TECH,1,synthetic
46390.60682886401,23071.0,2.0,2.0,0.05,TECH,0,synthetic
61066.96801074876,25027.0,12.0,2.0,0.18505458914368872,COMMERCE,0,synthetic
18441.79508880954,7577.0,23.0,5.0,0.3566507378704637,AGRICULTURE,0,synthetic
17551.59842110694,27148.0,20.0,4.0,0.30147861336870374,COMMERCE,1,synthetic
23830.47285194143,11692.0,11.0,1.0,0.12082373280112335,SERVICES,1,synthetic
24983.499561499208,20013.0,1.0,5.0,0.3901103338248853,TECH,0,synthetic
92647.77597532203,24983.0,7.0,3.0,0.17030902270712783,COMMERCE,0,synthetic
89025.47687453839,22722.0,14.0,2.0,0.13339546579094186,TECH,0,synthetic
21707.478147447102,14016.0,16.0,3.0,0.3230421640745212,COMMERCE,0,synthetic
18119.837637584573,16278.0,23.0,1.0,0.25092540480013537,COMMERCE,1,synthetic
23806.593461079716,18771.0,2.0,0.0,0.17156314974570852,SERVICES,1,synthetic
11464.517413135114,5278.0,9.0,2.0,0.16646972121293424,COMMERCE,0,synthetic
94385.31970492557,26507.0,6.0,4.0,0.08953048002899527,TECH,0,synthetic
15971.39968769578,7098.0,24.0,2.0,0.19063776309117028,INDUSTRIE,1,synthetic
12639.576286720518,18216.0,4.0,2.0,0.41500141532311535,TECH,1,synthetic
15544.828909190883,24304.0,5.0,5.0,0.2866825694482246,SERVICES,0,synthetic
8412.777066442364,6492.0,7.0,5.0,0.3937891121166018,INDUSTRIE,0,synthetic
120263.42298006968,34862.0,2.0,2.0,0.3274102806512052,COMMERCE,0,synthetic
41981.63036289655,15693.0,16.0,0.0,0.1581630689542271,AGRICULTURE,1,synthetic
11089.412319763318,4489.0,13.0,4.0,0.05,INDUSTRIE,0,synthetic
39467.481897316306,24417.0,13.0,4.0,0.11097184529443069,INDUSTRIE,0,synthetic
79882.36911242834,21285.0,22.0,5.0,0.14931462833537204,COMMERCE,0,synthetic
39570.10399821401,23850.0,10.0,5.0,0.13771256945625104,AGRICULTURE,0,synthetic
93363.91482554765,27281.0,7.0,3.0,0.397152989028958,AGRICULTURE,0,synthetic
68146.8543932899,18744.0,9.0,0.0,0.39558827002745534,SERVICES,0,synthetic
64939.25754557945,29630.0,20.0,1.0,0.5817819460414968,INDUSTRIE,0,synthetic
56170.812545807545,15474.0,13.0,4.0,0.13544182432114218,AGRICULTURE,0,synthetic
30699.629284160965,20901.0,4.0,3.0,0.4896172459096622,SERVICES,0,synthetic
24996.659946500382,8913.0,17.0,2.0,0.4886900808496195,AGRICULTURE,0,synthetic
18756.390223217364,23217.0,18.0,2.0,0.21516043629417042,INDUSTRIE,1,synthetic
26140.542894556795,12109.0,6.0,4.0,0.3210333095410352,AGRICULTURE,0,synthetic
32270.408150772862,25598.0,13.0,2.0,0.43610998737118156,INDUSTRIE,0,synthetic
20749.567902533,28832.0,14.0,0.0,0.24116130660066087,COMMERCE,1,synthetic
15712.853975626516,30627.0,4.0,5.0,0.2295412334178036,TECH,1,synthetic
53683.17959981235,32801.0,0.0,2.0,0.1558993868323822,SERVICES,0,synthetic
19968.55166004484,7790.0,17.0,1.0,0.05,COMMERCE,1,synthetic
17326.295556280205,8277.0,15.0,0.0,0.26057074247327183,COMMERCE,1,synthetic
50904.614333549325,32711.0,17.0,2.0,0.14351960088198606,TECH,1,synthetic
62733.20770246527,15805.0,9.0,5.0,0.08869770645747585,AGRICULTURE,0,synthetic
18206.750697498162,4806.0,12.0,0.0,0.3133287475216472,TECH,1,synthetic
12119.487657417258,12896.0,24.0,1.0,0.05,COMMERCE,1,synthetic
58433.95547271145,29922.0,5.0,1.0,0.37091198369209266,COMMERCE,0,synthetic
41575.547891740476,15004.0,16.0,0.0,0.32253989728907817,COMMERCE,1,synthetic
19562.715073260777,6378.0,3.0,3.0,0.18997101824541224,AGRICULTURE,0,synthetic
47026.05257550417,26385.0,1.0,1.0,0.24050346207333112,INDUSTRIE,0,synthetic
31222.558995108102,10033.0,23.0,4.0,0.07146683587686367,SERVICES,0,synthetic
13958.066074918617,14936.0,3.0,2.0,0.3625507905048064,INDUSTRIE,1,synthetic
6844.738056216102,4120.0,16.0,3.0,0.2781046361576898,SERVICES,0,synthetic
68153.32268531597,22661.0,12.0,0.0,0.28927749318843166,SERVICES,0,synthetic
47885.4176127532,17802.0,20.0,1.0,0.32528355695096955,SERVICES,0,synthetic
105918.81955074363,30878.0,13.0,2.0,0.1536376879162414,TECH,0,synthetic
9538.35395714789,14365.0,17.0,0.0,0.05,TECH,1,synthetic
11483.457010040887,10342.0,22.0,2.0,0.39359775623689464,TECH,1,synthetic
6124.690342069966,9145.0,20.0,2.0,0.35330776204186115,COMMERCE,1,synthetic
11963.167404836333,10204.0,18.0,2.0,0.16969617950935983,TECH,1,synthetic
9261.062242642247,17983.0,4.0,3.0,0.311366529869506,SERVICES,1,synthetic
15178.261046481166,6702.0,4.0,4.0,0.43869601580769246,AGRICULTURE,0,synthetic
38696.730633685554,16473.0,12.0,4.0,0.420805120462591,COMMERCE,0,synthetic
85465.93455891534,30495.0,16.0,0.0,0.16531617453520064,AGRICULTURE,1,synthetic
51346.43953196592,27797.0,16.0,3.0,0.05,SERVICES,0,synthetic
12144.195422792913,23755.0,19.0,5.0,0.05241772906048697,COMMERCE,1,synthetic
90581.0615340018,31687.0,2.0,5.0,0.20324109805673335,TECH,0,synthetic
19448.870097419323,28186.0,4.0,1.0,0.4693475699930738,COMMERCE,1,synthetic
85567.05178899091,24229.0,3.0,4.0,0.14073318817879477,COMMERCE,0,synthetic
17816.03187185165,30755.0,13.0,4.0,0.1605508220485967,SERVICES,1,synthetic
18513.943989064366,7856.0,15.0,2.0,0.15746333528225226,INDUSTRIE,0,synthetic
106663.55486946621,29366.0,2.0,5.0,0.17024038055669993,INDUSTRIE,0,synthetic
32941.35872028543,13157.0,21.0,3.0,0.24831597338700592,INDUSTRIE,0,synthetic
70269.65197123995,26724.0,7.0,4.0,0.057992473817236656,TECH,0,synthetic
93240.73406017388,32312.0,16.0,4.0,0.4126539934490427,TECH,0,synthetic
17989.27841768935,19376.0,18.0,4.0,0.22827683829855297,TECH,1,synthetic
19320.15275664947,6750.0,0.0,5.0,0.6218701862088003,INDUSTRIE,0,synthetic
55426.883781193195,15477.0,21.0,5.0,0.07396435021749778,AGRICULTURE,0,synthetic
64949.14766271097,16612.0,24.0,2.0,0.4884799257737362,SERVICES,0,synthetic
67750.43184180374,33038.0,23.0,3.0,0.45870180969797303,INDUSTRIE,0,synthetic
56660.46180360576,33217.0,3.0,3.0,0.18824739867315265,SERVICES,0,synthetic
67819.21177948249,21622.0,9.0,5.0,0.19074090797321985,INDUSTRIE,0,synthetic
80330.00847892564,33470.0,5.0,2.0,0.1118053275805155,AGRICULTURE,0,synthetic
24544.924242635432,17525.0,11.0,1.0,0.11352678621406673,INDUSTRIE,1,synthetic
18464.448348556652,16747.0,24.0,4.0,0.24990910753377127,AGRICULTURE,0,synthetic
32798.57094464494,29931.0,19.0,5.0,0.25310439763695414,COMMERCE,0,synthetic
52022.676498692505,24689.0,19.0,5.0,0.05,TECH,0,synthetic
22120.127429088883,20193.0,10.0,0.0,0.5940257984988795,COMMERCE,1,synthetic
10332.767065065995,18159.0,23.0,5.0,0.21107247142554067,INDUSTRIE,1,synthetic
17653.42506176776,25873.0,23.0,4.0,0.2598418415825783,TECH,1,synthetic
102714.48014122449,27357.0,20.0,0.0,0.1560643849879837,AGRICULTURE,1,synthetic
14509.045043513606,19208.0,20.0,0.0,0.20994856913622487,INDUSTRIE,1,synthetic
3764.7833044090917,4979.0,16.0,1.0,0.19631828331336873,TECH,1,synthetic
14878.465806832855,7156.0,2.0,5.0,0.24956043612621093,INDUSTRIE,0,synthetic
11498.282167845695,8468.0,7.0,4.0,0.2478115134357828,TECH,0,synthetic
70903.40751523097,18324.0,19.0,3.0,0.37072995228116057,TECH,0,synthetic
84981.89809710294,23040.0,8.0,3.0,0.2840829905648164,COMMERCE,0,synthetic
55420.44522502426,28916.0,4.0,2.0,0.3556424530599255,TECH,0,synthetic
23208.910603978977,11209.0,23.0,5.0,0.24852837672918485,INDUSTRIE,0,synthetic
51457.290751139444,28384.0,12.0,0.0,0.2846878832658836,SERVICES,1,synthetic
15590.001619161134,24647.0,21.0,1.0,0.21380414759750926,SERVICES,1,synthetic
8541.32301332968,5601.0,7.0,1.0,0.4004667601506473,COMMERCE,0,synthetic
13835.339797397624,14887.0,8.0,5.0,0.2983933644273887,AGRICULTURE,0,synthetic
11485.719146918304,13382.0,8.0,3.0,0.2262887718230649,SERVICES,1,synthetic
77550.50619916288,31486.0,9.0,4.0,0.2218134798173019,COMMERCE,0,synthetic
27532.706154031563,32557.0,10.0,5.0,0.23361409881295045,TECH,0,synthetic
25289.052439632775,29397.0,7.0,1.0,0.2545665885515548,INDUSTRIE,1,synthetic
44438.861702041715,20368.0,20.0,5.0,0.24154583481716194,TECH,0,synthetic
39479.07003364187,19277.0,8.0,0.0,0.16617375171829601,INDUSTRIE,1,synthetic
13406.392190186727,13656.0,11.0,4.0,0.3647350832902391,AGRICULTURE,0,synthetic
14414.8659962085,27959.0,21.0,4.0,0.37421139888222554,COMMERCE,1,synthetic
7844.689985255063,6674.0,10.0,4.0,0.517578525685112,COMMERCE,0,synthetic
16444.351945948754,12405.0,0.0,0.0,0.15945554340328583,SERVICES,1,synthetic
27037.42250560082,8191.0,0.0,5.0,0.34996580877281586,COMMERCE,0,synthetic
71569.34933110396,19322.0,10.0,4.0,0.05,AGRICULTURE,0,synthetic
25531.34525993533,13292.0,16.0,0.0,0.37435645975328313,SERVICES,1,synthetic
19407.964246207386,10121.0,23.0,3.0,0.05,TECH,1,synthetic
46905.04863882357,15668.0,3.0,4.0,0.1023503344641572,COMMERCE,0,synthetic
82677.74563575427,30687.0,13.0,2.0,0.29983379935237275,TECH,0,synthetic
24375.361936686797,21298.0,7.0,2.0,0.15677514468665316,TECH,1,synthetic
25882.055555968218,29515.0,11.0,1.0,0.13624697349956347,COMMERCE,1,synthetic
65685.00512868958,32331.0,11.0,3.0,0.1772775966252481,INDUSTRIE,0,synthetic
79176.56209901308,31966.0,7.0,5.0,0.3594438987877788,TECH,0,synthetic
14664.877449121843,14881.0,0.0,3.0,0.11006644053733847,SERVICES,0,synthetic
47626.99193742908,31201.0,1.0,4.0,0.24187677036661964,COMMERCE,0,synthetic
50564.06769285072,32190.0,13.0,4.0,0.19320155731909955,SERVICES,0,synthetic
47736.60636486862,33747.0,5.0,4.0,0.372983615699352,TECH,0,synthetic
31438.5594129085,14881.0,8.0,2.0,0.3771882631124264,TECH,0,synthetic
30860.234354829223,11078.0,2.0,4.0,0.05,SERVICES,0,synthetic
50478.70187280888,22112.0,1.0,1.0,0.4067664128146472,TECH,0,synthetic
39630.851771231566,32886.0,3.0,3.0,0.1583866140311783,COMMERCE,0,synthetic
27459.490049470834,31919.0,9.0,1.0,0.2854438297895011,TECH,1,synthetic
73294.69748349731,21707.0,4.0,5.0,0.10916368894250553,SERVICES,0,synthetic
18783.687675932666,8626.0,5.0,4.0,0.3056701904064675,SERVICES,0,synthetic
12266.877708979146,17097.0,7.0,3.0,0.6327023430431653,COMMERCE,0,synthetic
36681.32572719174,26137.0,7.0,2.0,0.26907483419275496,SERVICES,0,synthetic
70826.0205724672,21371.0,0.0,3.0,0.18102284235304647,INDUSTRIE,0,synthetic
46054.498788829515,14709.0,2.0,4.0,0.21517581479866885,TECH,0,synthetic
52125.537105358824,14620.0,23.0,1.0,0.05,SERVICES,1,synthetic
15257.962852166658,5852.0,16.0,4.0,0.46734449292466873,TECH,0,synthetic
25633.31062092758,12945.0,3.0,1.0,0.29693246613949154,SERVICES,0,synthetic
49332.256663154294,24750.0,7.0,0.0,0.092665314055323,SERVICES,1,synthetic
13534.92178772648,11480.0,9.0,4.0,0.09755225648068705,COMMERCE,0,synthetic
96653.42453105144,34795.0,22.0,4.0,0.25229235687232393,TECH,0,synthetic
16700.439936660303,6555.0,21.0,2.0,0.3897993090007731,SERVICES,0,synthetic
23186.108065460598,22251.0,19.0,3.0,0.07735151368945431,INDUSTRIE,1,synthetic
69811.31352953984,19393.0,2.0,4.0,0.4170114012800757,AGRICULTURE,0,synthetic
53388.50204406606,29832.0,12.0,4.0,0.2362549672064645,AGRICULTURE,0,synthetic
21247.180612284275,31520.0,12.0,5.0,0.11046349224893548,COMMERCE,1,synthetic
34347.16744423653,20847.0,15.0,5.0,0.1798464360140533,COMMERCE,0,synthetic
83416.22773407778,23534.0,21.0,2.0,0.5122830815694565,INDUSTRIE,0,synthetic
95207.83641260047,25667.0,8.0,1.0,0.05,TECH,1,synthetic
44660.348377235656,20150.0,13.0,0.0,0.140216056608078,COMMERCE,1,synthetic
37437.003848990506,9731.0,6.0,3.0,0.3928875376952381,INDUSTRIE,0,synthetic
61596.00469913376,17286.0,5.0,3.0,0.2824685565180452,SERVICES,0,synthetic
38924.876673125655,11488.0,7.0,4.0,0.13131387726129218,SERVICES,0,synthetic
64551.292224628516,18396.0,18.0,0.0,0.39471898545472345,AGRICULTURE,1,synthetic
42367.69359162906,23069.0,10.0,4.0,0.40184435997537715,COMMERCE,0,synthetic
33009.31423596185,10487.0,17.0,4.0,0.2997086002777122,COMMERCE,0,synthetic
29572.69414431284,11732.0,17.0,4.0,0.15814051186247285,COMMERCE,0,synthetic
89090.58101375366,29511.0,9.0,3.0,0.1812543070248463,TECH,0,synthetic
17629.446873952358,15709.0,23.0,0.0,0.2927014097947598,SERVICES,1,synthetic
31054.708837113598,10149.0,1.0,2.0,0.053210640817993066,SERVICES,0,synthetic
100556.88145179502,26108.0,22.0,3.0,0.44916773216996686,INDUSTRIE,0,synthetic
40877.616486802115,26215.0,0.0,3.0,0.5050313633013757,COMMERCE,0,synthetic
117005.8288081414,29610.0,9.0,3.0,0.21460677252395938,TECH,0,synthetic
50276.32607207428,27559.0,20.0,3.0,0.30341567386462104,COMMERCE,0,synthetic
41667.5693574227,34751.0,17.0,3.0,0.42787030642739887,COMMERCE,0,synthetic
19485.299369844204,21820.0,8.0,1.0,0.5433341257851533,AGRICULTURE,1,synthetic
41861.80408469265,12891.0,22.0,3.0,0.48354720032360476,SERVICES,0,synthetic
75088.08371552816,30750.0,3.0,1.0,0.05,COMMERCE,1,synthetic
19228.680875118986,12209.0,16.0,2.0,0.20266694675087216,COMMERCE,1,synthetic
34242.342504090106,13022.0,12.0,2.0,0.32510323772248284,COMMERCE,0,synthetic
49343.658455395904,29683.0,5.0,4.0,0.17586740546471025,AGRICULTURE,0,synthetic
64829.66987985213,31330.0,23.0,5.0,0.5174150117560548,INDUSTRIE,0,synthetic
51097.07154633196,14519.0,19.0,3.0,0.4944062759203949,AGRICULTURE,0,synthetic
75537.52340494731,26611.0,0.0,0.0,0.12761047881119053,INDUSTRIE,0,synthetic
103271.03947167435,32594.0,2.0,4.0,0.22563999701414145,COMMERCE,0,synthetic
73117.0031183577,28761.0,1.0,1.0,0.13756687957155445,COMMERCE,0,synthetic
16490.936232748045,4154.0,10.0,0.0,0.22073073338407456,AGRICULTURE,0,synthetic
33086.751642877876,24601.0,10.0,1.0,0.21618514759999252,COMMERCE,1,synthetic
13139.364633271882,9266.0,18.0,5.0,0.3931386872120287,INDUSTRIE,0,synthetic
24913.142250922818,30236.0,16.0,2.0,0.11673030043992483,SERVICES,1,synthetic
14824.656867550224,6078.0,0.0,1.0,0.05,INDUSTRIE,1,synthetic
92070.1003919552,34786.0,11.0,0.0,0.05,AGRICULTURE,1,synthetic
28879.09970237032,9497.0,19.0,3.0,0.0957547580939905,SERVICES,0,synthetic
28500.88411250159,17025.0,22.0,4.0,0.15164626165043926,AGRICULTURE,0,synthetic
6110.868966274612,11256.0,7.0,2.0,0.278076160092282,COMMERCE,1,synthetic
79297.95559520039,29231.0,1.0,0.0,0.08803091417067108,SERVICES,1,synthetic
64718.04355745806,16198.0,3.0,2.0,0.06833491146101023,INDUSTRIE,0,synthetic
41458.918674953755,27081.0,8.0,3.0,0.1105828873521835,COMMERCE,0,synthetic
6957.556460291665,6083.0,11.0,0.0,0.0826518998260328,INDUSTRIE,1,synthetic
26807.793348451156,18038.0,8.0,1.0,0.16682593835565318,SERVICES,1,synthetic
64127.86008216545,32242.0,2.0,0.0,0.16040689061574018,TECH,1,synthetic
45115.221552417715,32735.0,8.0,2.0,0.3533585225460716,TECH,0,synthetic
17947.635769504348,10469.0,7.0,1.0,0.10157059223955664,SERVICES,1,synthetic
44360.13261424561,16227.0,12.0,1.0,0.19636050575053432,INDUSTRIE,0,synthetic
28486.149067779745,16682.0,1.0,0.0,0.16824659801248465,INDUSTRIE,1,synthetic
40608.13557786555,21529.0,19.0,4.0,0.37133274640563513,TECH,0,synthetic
13222.740284755382,20657.0,10.0,2.0,0.22685810859734437,TECH,1,synthetic
27044.026136373443,7284.0,7.0,5.0,0.40760450850987917,TECH,0,synthetic
53185.99596388234,27642.0,22.0,2.0,0.07714447359927867,AGRICULTURE,1,synthetic
18131.87686503346,10999.0,18.0,1.0,0.24259500873477702,TECH,1,synthetic
11047.486975238295,13763.0,3.0,1.0,0.16361634744551012,INDUSTRIE,1,synthetic
